"STATION","NAME","DATE","PRCP","TAVG","TMAX","TMIN"
"IN022023000","NEW DELHI PALAM, IN","2022-01-12",,"53","61","46"
"IN022023000","NEW DELHI PALAM, IN","2022-01-13",,"53","62","44"
"IN022023000","NEW DELHI PALAM, IN","2022-01-14",,"51","62","45"
"IN022023000","NEW DELHI PALAM, IN","2022-01-15",,"50",,"46"
"IN022023000","NEW DELHI PALAM, IN","2022-01-16",,"52",,
"IN022023000","NEW DELHI PALAM, IN","2022-01-17",,"52",,"46"
"IN022023000","NEW DELHI PALAM, IN","2022-01-18",,"51","60",
"IN022023000","NEW DELHI PALAM, IN","2022-01-19",,"54",,"46"
"IN022023000","NEW DELHI PALAM, IN","2022-01-20","0.00","55",,
"IN022023000","NEW DELHI PALAM, IN","2022-01-21",,"57",,"49"
"IN022023000","NEW DELHI PALAM, IN","2022-01-22","0.24","55",,
"IN022023000","NEW DELHI PALAM, IN","2022-01-23","1.10","54",,
"IN022023000","NEW DELHI PALAM, IN","2022-01-24","0.00","53","61",
"IN022023000","NEW DELHI PALAM, IN","2022-01-25",,"49","59","45"
"IN022023000","NEW DELHI PALAM, IN","2022-01-26",,"53",,"45"
"IN022023000","NEW DELHI PALAM, IN","2022-01-27",,"54",,"45"
"IN022023000","NEW DELHI PALAM, IN","2022-01-28",,"55",,
"IN022023000","NEW DELHI PALAM, IN","2022-01-29",,"58",,"45"
"IN022023000","NEW DELHI PALAM, IN","2022-01-30",,"58","71","49"
"IN022023000","NEW DELHI PALAM, IN","2022-01-31",,"58",,"48"
"IN022023000","NEW DELHI PALAM, IN","2022-02-01",,"56","74","49"
"IN022023000","NEW DELHI PALAM, IN","2022-02-02",,"59",,
"IN022023000","NEW DELHI PALAM, IN","2022-02-03","0.00","54","71",
"IN022023000","NEW DELHI PALAM, IN","2022-02-04","0.04","55",,
"IN022023000","NEW DELHI PALAM, IN","2022-02-05","0.00","53",,"45"
"IN022023000","NEW DELHI PALAM, IN","2022-02-06",,"59",,"46"
"IN022023000","NEW DELHI PALAM, IN","2022-02-07",,"65",,"53"
"IN022023000","NEW DELHI PALAM, IN","2022-02-08",,"65",,"54"
"IN022023000","NEW DELHI PALAM, IN","2022-02-09","0.16","60","78",
"IN022023000","NEW DELHI PALAM, IN","2022-02-10","0.00","60",,"50"
"IN022023000","NEW DELHI PALAM, IN","2022-02-11",,"59",,"48"
"IN022023000","NEW DELHI PALAM, IN","2022-02-12",,"61",,
"IN022023000","NEW DELHI PALAM, IN","2022-02-13",,"64",,
"IN022023000","NEW DELHI PALAM, IN","2022-02-14",,"66","78",
"IN022023000","NEW DELHI PALAM, IN","2022-02-15",,"65","79","54"
"IN022023000","NEW DELHI PALAM, IN","2022-02-16",,"65","79","54"
"IN022023000","NEW DELHI PALAM, IN","2022-02-17",,"65",,
"IN022023000","NEW DELHI PALAM, IN","2022-02-18",,"67",,"55"
"IN022023000","NEW DELHI PALAM, IN","2022-02-19",,"66",,
"IN022023000","NEW DELHI PALAM, IN","2022-02-20",,"64",,"53"
"IN022023000","NEW DELHI PALAM, IN","2022-02-21",,"65",,"52"
"IN022023000","NEW DELHI PALAM, IN","2022-02-22",,"68",,"57"
"IN022023000","NEW DELHI PALAM, IN","2022-02-23",,"66","79",
"IN022023000","NEW DELHI PALAM, IN","2022-02-24",,"68",,
"IN022023000","NEW DELHI PALAM, IN","2022-02-25",,"68",,
"IN022023000","NEW DELHI PALAM, IN","2022-02-26",,"65","81",
"IN022023000","NEW DELHI PALAM, IN","2022-02-27","0.02","64",,
"IN022023000","NEW DELHI PALAM, IN","2022-02-28","0.00","64","77","52"
"IN022023000","NEW DELHI PALAM, IN","2022-03-01",,"66",,
"IN022023000","NEW DELHI PALAM, IN","2022-03-02",,"68",,"56"
"IN022023000","NEW DELHI PALAM, IN","2022-03-03",,"72",,"61"
"IN022023000","NEW DELHI PALAM, IN","2022-03-04",,"68","84",
"IN022023000","NEW DELHI PALAM, IN","2022-03-05",,"67","78",
"IN022023000","NEW DELHI PALAM, IN","2022-03-06",,"70",,
"IN022023000","NEW DELHI PALAM, IN","2022-03-07",,"71",,"60"
"IN022023000","NEW DELHI PALAM, IN","2022-03-08",,"74","86","63"
"IN022023000","NEW DELHI PALAM, IN","2022-03-09",,"74",,"62"
"IN022023000","NEW DELHI PALAM, IN","2022-03-10",,"73","88","62"
"IN022023000","NEW DELHI PALAM, IN","2022-03-11",,"73","85","60"
"IN022023000","NEW DELHI PALAM, IN","2022-03-12",,"74",,"60"
"IN022023000","NEW DELHI PALAM, IN","2022-03-13",,"77",,"63"
"IN022023000","NEW DELHI PALAM, IN","2022-03-14",,"79",,"65"
"IN022023000","NEW DELHI PALAM, IN","2022-03-15",,"81",,"67"
"IN022023000","NEW DELHI PALAM, IN","2022-03-16",,"81","94","69"
"IN022023000","NEW DELHI PALAM, IN","2022-03-17",,"82","95","71"
"IN022023000","NEW DELHI PALAM, IN","2022-03-18",,"82",,
"IN022023000","NEW DELHI PALAM, IN","2022-03-19",,"84",,"72"
"IN022023000","NEW DELHI PALAM, IN","2022-03-20",,"86",,"74"
"IN022023000","NEW DELHI PALAM, IN","2022-03-21",,"85","101","72"
"IN022023000","NEW DELHI PALAM, IN","2022-03-22",,"83","97",
"IN022023000","NEW DELHI PALAM, IN","2022-03-23",,"82",,"72"
"IN022023000","NEW DELHI PALAM, IN","2022-03-24",,"83","96",
"IN022023000","NEW DELHI PALAM, IN","2022-03-25",,"81","96",
"IN022023000","NEW DELHI PALAM, IN","2022-03-26",,"82",,
"IN022023000","NEW DELHI PALAM, IN","2022-03-27",,"83",,"69"
"IN022023000","NEW DELHI PALAM, IN","2022-03-28",,"86",,"69"
"IN022023000","NEW DELHI PALAM, IN","2022-03-29",,"87",,"70"
"IN022023000","NEW DELHI PALAM, IN","2022-03-30",,"88",,"72"
"IN022023000","NEW DELHI PALAM, IN","2022-03-31",,"88","103","75"
"IN022023000","NEW DELHI PALAM, IN","2022-04-01",,"85","103",
"IN022023000","NEW DELHI PALAM, IN","2022-04-02",,"87","103","69"
"IN022023000","NEW DELHI PALAM, IN","2022-04-03",,"88","103","72"
"IN022023000","NEW DELHI PALAM, IN","2022-04-04",,"87","104","74"
"IN022023000","NEW DELHI PALAM, IN","2022-04-05",,"88",,"73"
"IN022023000","NEW DELHI PALAM, IN","2022-04-06",,"88",,"71"
"IN022023000","NEW DELHI PALAM, IN","2022-04-07",,"89","105","72"
"IN022023000","NEW DELHI PALAM, IN","2022-04-08",,"91","108","74"
"IN022023000","NEW DELHI PALAM, IN","2022-04-09",,"94","109","75"
"IN022023000","NEW DELHI PALAM, IN","2022-04-10",,"93","109","79"
"IN022023000","NEW DELHI PALAM, IN","2022-04-11",,"94","109","79"
"IN022023000","NEW DELHI PALAM, IN","2022-04-12",,"92","109",
"IN022023000","NEW DELHI PALAM, IN","2022-04-13",,"92","106","77"
"IN022023000","NEW DELHI PALAM, IN","2022-04-14",,"90","105","80"
"IN022023000","NEW DELHI PALAM, IN","2022-04-15",,"90",,"77"
"IN022023000","NEW DELHI PALAM, IN","2022-04-16",,"91","105","76"
"IN022023000","NEW DELHI PALAM, IN","2022-04-17",,"92","107",
"IN022023000","NEW DELHI PALAM, IN","2022-04-18",,"93",,"79"
"IN022023000","NEW DELHI PALAM, IN","2022-04-19",,"95",,"81"
"IN022023000","NEW DELHI PALAM, IN","2022-04-20",,"94","109","80"
"IN022023000","NEW DELHI PALAM, IN","2022-04-21",,"88","97",
"IN022023000","NEW DELHI PALAM, IN","2022-04-22","0.01","90","102","73"
"IN022023000","NEW DELHI PALAM, IN","2022-04-23","0.00","90",,"75"
"IN022023000","NEW DELHI PALAM, IN","2022-04-24",,"92","103","77"
"IN022023000","NEW DELHI PALAM, IN","2022-04-25",,"93","105","79"
"IN022023000","NEW DELHI PALAM, IN","2022-04-26",,"93","106","74"
"IN022023000","NEW DELHI PALAM, IN","2022-04-27",,"94",,"77"
"IN022023000","NEW DELHI PALAM, IN","2022-05-01",,"93","112","83"
"IN022023000","NEW DELHI PALAM, IN","2022-05-02",,"94",,"82"
"IN022023000","NEW DELHI PALAM, IN","2022-05-03",,"92","103",
"IN022023000","NEW DELHI PALAM, IN","2022-05-04",,"86","103",
"IN022023000","NEW DELHI PALAM, IN","2022-05-05",,"87","101","73"
"IN022023000","NEW DELHI PALAM, IN","2022-05-06",,"91","101","80"
"IN022023000","NEW DELHI PALAM, IN","2022-05-07",,"92","104","79"
"IN022023000","NEW DELHI PALAM, IN","2022-05-08",,"93","107","80"
"IN022023000","NEW DELHI PALAM, IN","2022-05-09",,"93","107","83"
"IN022023000","NEW DELHI PALAM, IN","2022-05-10",,"93","104","84"
"IN022023000","NEW DELHI PALAM, IN","2022-05-11",,"95",,"84"
"IN022023000","NEW DELHI PALAM, IN","2022-05-12",,"96","110",
"IN022023000","NEW DELHI PALAM, IN","2022-05-13",,"96",,"82"
"IN022023000","NEW DELHI PALAM, IN","2022-05-14",,"99","112","82"
"IN022023000","NEW DELHI PALAM, IN","2022-05-15",,"101","116","83"
"IN022023000","NEW DELHI PALAM, IN","2022-05-16",,"98","116",
"IN022023000","NEW DELHI PALAM, IN","2022-05-17",,"96","109","82"
"IN022023000","NEW DELHI PALAM, IN","2022-05-18","0.00","96","108",
"IN022023000","NEW DELHI PALAM, IN","2022-05-19",,"99","112","85"
"IN022023000","NEW DELHI PALAM, IN","2022-05-20",,"98","113",
"IN022023000","NEW DELHI PALAM, IN","2022-05-21","0.08","93","113",
"IN022023000","NEW DELHI PALAM, IN","2022-05-22","0.08","91","110","76"
"IN022023000","NEW DELHI PALAM, IN","2022-05-23","1.10","75","104","64"
"IN022023000","NEW DELHI PALAM, IN","2022-05-24","0.63","81","90","67"
"IN022023000","NEW DELHI PALAM, IN","2022-05-25","0.00","85","94","76"
"IN022023000","NEW DELHI PALAM, IN","2022-05-26",,"89","99",
"IN022023000","NEW DELHI PALAM, IN","2022-05-27",,"90","103","81"
"IN022023000","NEW DELHI PALAM, IN","2022-05-28",,"94","105","83"
"IN022023000","NEW DELHI PALAM, IN","2022-05-29",,"92","106","84"
"IN022023000","NEW DELHI PALAM, IN","2022-05-30","0.00","89","106",
"IN022023000","NEW DELHI PALAM, IN","2022-05-31","0.02","94","105","80"
"IN022023000","NEW DELHI PALAM, IN","2022-06-01","0.00","96","109","81"
"IN022023000","NEW DELHI PALAM, IN","2022-06-02","0.00","98","109","84"
"IN022023000","NEW DELHI PALAM, IN","2022-06-03",,"97",,"84"
"IN022023000","NEW DELHI PALAM, IN","2022-06-04",,"100",,"84"
"IN022023000","NEW DELHI PALAM, IN","2022-06-05",,"100","112","87"
"IN022023000","NEW DELHI PALAM, IN","2022-06-06",,"100","112","87"
"IN022023000","NEW DELHI PALAM, IN","2022-06-07",,"100","112","90"
"IN022023000","NEW DELHI PALAM, IN","2022-06-08",,"100","112","89"
"IN022023000","NEW DELHI PALAM, IN","2022-06-09",,"101","112",
"IN022023000","NEW DELHI PALAM, IN","2022-06-10",,"101",,"90"
"IN022023000","NEW DELHI PALAM, IN","2022-06-11",,"100","112",
"IN022023000","NEW DELHI PALAM, IN","2022-06-12",,"101","111","88"
"IN022023000","NEW DELHI PALAM, IN","2022-06-13",,"100","112",
"IN022023000","NEW DELHI PALAM, IN","2022-06-14",,"95","110",
"IN022023000","NEW DELHI PALAM, IN","2022-06-15",,"97","109",
"IN022023000","NEW DELHI PALAM, IN","2022-06-16","0.02","93","109","82"
"IN022023000","NEW DELHI PALAM, IN","2022-06-17","0.20","83","105","75"
"IN022023000","NEW DELHI PALAM, IN","2022-06-18","0.35","85","100","77"
"IN022023000","NEW DELHI PALAM, IN","2022-06-19","0.04","82","90","77"
"IN022023000","NEW DELHI PALAM, IN","2022-06-20","0.00","87","92","76"
"IN022023000","NEW DELHI PALAM, IN","2022-06-21",,"87","95",
"IN022023000","NEW DELHI PALAM, IN","2022-06-22","0.00","89","100","76"
"IN022023000","NEW DELHI PALAM, IN","2022-06-23",,"92","101",
"IN022023000","NEW DELHI PALAM, IN","2022-06-24",,"92",,"79"
"IN022023000","NEW DELHI PALAM, IN","2022-06-25",,"95","106","81"
"IN022023000","NEW DELHI PALAM, IN","2022-06-26",,"96","107","86"
"IN022023000","NEW DELHI PALAM, IN","2022-06-27",,"96","107","87"
"IN022023000","NEW DELHI PALAM, IN","2022-06-28",,"96","108",
"IN022023000","NEW DELHI PALAM, IN","2022-06-29",,"95","108","86"
"IN022023000","NEW DELHI PALAM, IN","2022-06-30","0.16","80","107",
"IN022023000","NEW DELHI PALAM, IN","2022-07-01","1.26","83","90","77"
"IN022023000","NEW DELHI PALAM, IN","2022-07-02","0.00","87","95","80"
"IN022023000","NEW DELHI PALAM, IN","2022-07-03",,"89","96","81"
"IN022023000","NEW DELHI PALAM, IN","2022-07-04",,"92","101","83"
"IN022023000","NEW DELHI PALAM, IN","2022-07-05",,"93","101","83"
"IN022023000","NEW DELHI PALAM, IN","2022-07-06",,"94","101","87"
"IN022023000","NEW DELHI PALAM, IN","2022-07-07",,"94","101","89"
"IN022023000","NEW DELHI PALAM, IN","2022-07-08",,"96","103","88"
"IN022023000","NEW DELHI PALAM, IN","2022-07-09",,"88","103",
"IN022023000","NEW DELHI PALAM, IN","2022-07-10",,"88","98","83"
"IN022023000","NEW DELHI PALAM, IN","2022-07-11","0.00","89","100","83"
"IN022023000","NEW DELHI PALAM, IN","2022-07-12","0.00","87","100",
"IN022023000","NEW DELHI PALAM, IN","2022-07-13","0.12","89","100",
"IN022023000","NEW DELHI PALAM, IN","2022-07-14","0.00","90","101",
"IN022023000","NEW DELHI PALAM, IN","2022-07-15","0.08","92","101","83"
"IN022023000","NEW DELHI PALAM, IN","2022-07-16","0.00","84","101",
"IN022023000","NEW DELHI PALAM, IN","2022-07-17","0.51","87","99","77"
"IN022023000","NEW DELHI PALAM, IN","2022-07-18","0.08","93","101","83"
"IN022023000","NEW DELHI PALAM, IN","2022-07-19","0.00","90","101",
"IN022023000","NEW DELHI PALAM, IN","2022-07-20","0.39","83","100",
"IN022023000","NEW DELHI PALAM, IN","2022-07-21","3.74","85","96","78"
"IN022023000","NEW DELHI PALAM, IN","2022-07-22","0.00","84","90",
"IN022023000","NEW DELHI PALAM, IN","2022-07-23","0.16","85","93",
"IN022023000","NEW DELHI PALAM, IN","2022-07-24","0.28","86","94","81"
"IN022023000","NEW DELHI PALAM, IN","2022-07-25","0.59","85","95","78"
"IN022023000","NEW DELHI PALAM, IN","2022-07-26","0.51","85","90","81"
"IN022023000","NEW DELHI PALAM, IN","2022-07-27","0.00","85","93","80"
"IN022023000","NEW DELHI PALAM, IN","2022-07-28",,"83","96","80"
"IN022023000","NEW DELHI PALAM, IN","2022-07-29",,"82","96","79"
"IN022023000","NEW DELHI PALAM, IN","2022-07-30",,"83","90","77"
"IN022023000","NEW DELHI PALAM, IN","2022-07-31","0.16","84","92","78"
"IN022023000","NEW DELHI PALAM, IN","2022-08-01","0.00","85","94","80"
"IN022023000","NEW DELHI PALAM, IN","2022-08-02",,"88","96","79"
"IN022023000","NEW DELHI PALAM, IN","2022-08-03",,"87","94","82"
"IN022023000","NEW DELHI PALAM, IN","2022-08-04","0.00","84","94",
"IN022023000","NEW DELHI PALAM, IN","2022-08-05","1.34","82","92","79"
"IN022023000","NEW DELHI PALAM, IN","2022-08-06","0.59","87","92","81"
"IN022023000","NEW DELHI PALAM, IN","2022-08-07","0.00","81","84",
"IN022023000","NEW DELHI PALAM, IN","2022-08-08","1.30","87","95","77"
"IN022023000","NEW DELHI PALAM, IN","2022-08-09","0.00","89","96",
"IN022023000","NEW DELHI PALAM, IN","2022-08-10","0.04","91","97","83"
"IN022023000","NEW DELHI PALAM, IN","2022-08-11","0.00","84","90",
"IN022023000","NEW DELHI PALAM, IN","2022-08-12",,"89","96","80"
"IN022023000","NEW DELHI PALAM, IN","2022-08-13",,"88","94","81"
"IN022023000","NEW DELHI PALAM, IN","2022-08-14",,"83","94",
"IN022023000","NEW DELHI PALAM, IN","2022-08-15",,"85","99","79"
"IN022023000","NEW DELHI PALAM, IN","2022-08-16","0.00","83","99",
"IN022023000","NEW DELHI PALAM, IN","2022-08-17","0.20","85","92","77"
"IN022023000","NEW DELHI PALAM, IN","2022-08-18","0.00","87","95","78"
"IN022023000","NEW DELHI PALAM, IN","2022-08-19",,"88","97","80"
"IN022023000","NEW DELHI PALAM, IN","2022-08-20",,"85","97",
"IN022023000","NEW DELHI PALAM, IN","2022-08-21",,"88","96","81"
"IN022023000","NEW DELHI PALAM, IN","2022-08-22",,"88","96","83"
"IN022023000","NEW DELHI PALAM, IN","2022-08-23",,"86","94",
"IN022023000","NEW DELHI PALAM, IN","2022-08-24",,"84","94","79"
"IN022023000","NEW DELHI PALAM, IN","2022-08-25",,"87","95","79"
"IN022023000","NEW DELHI PALAM, IN","2022-08-26",,"87","96","80"
"IN022023000","NEW DELHI PALAM, IN","2022-08-27",,"87","96","80"
"IN022023000","NEW DELHI PALAM, IN","2022-08-28",,"87","96","80"
"IN022023000","NEW DELHI PALAM, IN","2022-08-29","0.00","86","97",
"IN022023000","NEW DELHI PALAM, IN","2022-08-30","0.35","86","96","75"
"IN022023000","NEW DELHI PALAM, IN","2022-08-31","0.00","89","99",
"IN022023000","NEW DELHI PALAM, IN","2022-09-01",,"89","99","82"
"IN022023000","NEW DELHI PALAM, IN","2022-09-02",,"89","99",
"IN022023000","NEW DELHI PALAM, IN","2022-09-03",,"90","98","81"
"IN022023000","NEW DELHI PALAM, IN","2022-09-04",,"90","100",
"IN022023000","NEW DELHI PALAM, IN","2022-09-05",,"89","100","81"
"IN022023000","NEW DELHI PALAM, IN","2022-09-06",,"89","99","81"
"IN022023000","NEW DELHI PALAM, IN","2022-09-07",,"90","101","82"
"IN022023000","NEW DELHI PALAM, IN","2022-09-08",,"90","101",
"IN022023000","NEW DELHI PALAM, IN","2022-09-09",,"90","100",
"IN022023000","NEW DELHI PALAM, IN","2022-09-10",,"89","100","82"
"IN022023000","NEW DELHI PALAM, IN","2022-09-11",,"89","98","81"
"IN022023000","NEW DELHI PALAM, IN","2022-09-12",,"88","98",
"IN022023000","NEW DELHI PALAM, IN","2022-09-13","0.24","86","98","76"
"IN022023000","NEW DELHI PALAM, IN","2022-09-14","0.00","82","94",
"IN022023000","NEW DELHI PALAM, IN","2022-09-15","0.24","79","91",
"IN022023000","NEW DELHI PALAM, IN","2022-09-16","0.16","77","88","73"
"IN022023000","NEW DELHI PALAM, IN","2022-09-17","0.08","83",,"74"
"IN022023000","NEW DELHI PALAM, IN","2022-09-18","0.00","86","96","77"
"IN022023000","NEW DELHI PALAM, IN","2022-09-19",,"85","96","79"
"IN022023000","NEW DELHI PALAM, IN","2022-09-20",,"84",,"79"
"IN022023000","NEW DELHI PALAM, IN","2022-09-21",,"81","93",
"IN022023000","NEW DELHI PALAM, IN","2022-09-22",,"78","92","75"
"IN022023000","NEW DELHI PALAM, IN","2022-09-23","4.02","77","83","73"
"IN022023000","NEW DELHI PALAM, IN","2022-09-24","1.57","78","81","76"
"IN022023000","NEW DELHI PALAM, IN","2022-09-25","0.94","81","89","77"
"IN022023000","NEW DELHI PALAM, IN","2022-09-26","0.00","83","91","76"
"IN022023000","NEW DELHI PALAM, IN","2022-09-27",,"84","92","75"
"IN022023000","NEW DELHI PALAM, IN","2022-09-28",,"84","94",
"IN022023000","NEW DELHI PALAM, IN","2022-09-29",,"84","94","77"
"IN022023000","NEW DELHI PALAM, IN","2022-09-30",,"84","93","76"
"IN022023000","NEW DELHI PALAM, IN","2022-10-01",,"85","94","77"
"IN022023000","NEW DELHI PALAM, IN","2022-10-02",,"85","94",
"IN022023000","NEW DELHI PALAM, IN","2022-10-03",,"85","94",
"IN022023000","NEW DELHI PALAM, IN","2022-10-04",,"85","93","75"
"IN022023000","NEW DELHI PALAM, IN","2022-10-05",,"82","93",
"IN022023000","NEW DELHI PALAM, IN","2022-10-06",,"78","94","72"
"IN022023000","NEW DELHI PALAM, IN","2022-10-07","0.00","76","87","72"
"IN022023000","NEW DELHI PALAM, IN","2022-10-08","0.16","72","81",
"IN022023000","NEW DELHI PALAM, IN","2022-10-09","2.52","71","76","68"
"IN022023000","NEW DELHI PALAM, IN","2022-10-10","0.00","72","76","69"
"IN022023000","NEW DELHI PALAM, IN","2022-10-11","0.01","77",,"70"
"IN022023000","NEW DELHI PALAM, IN","2022-10-12","0.00","77",,
"IN022023000","NEW DELHI PALAM, IN","2022-10-13",,"77","86",
"IN022023000","NEW DELHI PALAM, IN","2022-10-14",,"78","87","69"
"IN022023000","NEW DELHI PALAM, IN","2022-10-15",,"79",,"69"
"IN022023000","NEW DELHI PALAM, IN","2022-10-16",,"81",,"70"
"IN022023000","NEW DELHI PALAM, IN","2022-10-17",,"80",,
"IN022023000","NEW DELHI PALAM, IN","2022-10-18",,"79",,"67"
"IN022023000","NEW DELHI PALAM, IN","2022-10-19",,"81","92","68"
"IN022023000","NEW DELHI PALAM, IN","2022-10-20",,"81","92","68"
"IN022023000","NEW DELHI PALAM, IN","2022-10-21",,"80","92","69"
"IN022023000","NEW DELHI PALAM, IN","2022-10-22",,"77",,
"IN022023000","NEW DELHI PALAM, IN","2022-10-23",,"75",,"63"
"IN022023000","NEW DELHI PALAM, IN","2022-10-24",,"75",,"64"
"IN022023000","NEW DELHI PALAM, IN","2022-10-25",,"75","87","63"
"IN022023000","NEW DELHI PALAM, IN","2022-10-26",,"76","88",
"IN022023000","NEW DELHI PALAM, IN","2022-10-27",,"76","88","64"
"IN022023000","NEW DELHI PALAM, IN","2022-10-28",,"76","87","65"
"IN022023000","NEW DELHI PALAM, IN","2022-10-29",,"75","87","66"
"IN022023000","NEW DELHI PALAM, IN","2022-10-30",,"74",,"63"
"IN022023000","NEW DELHI PALAM, IN","2022-10-31",,"75",,"63"
"IN022023000","NEW DELHI PALAM, IN","2022-11-01",,"77","90","65"
"IN022023000","NEW DELHI PALAM, IN","2022-11-02",,"76","90","65"
"IN022023000","NEW DELHI PALAM, IN","2022-11-03",,"76",,"64"
"IN022023000","NEW DELHI PALAM, IN","2022-11-04",,"76","88","67"
"IN022023000","NEW DELHI PALAM, IN","2022-11-05",,"76","88",
"IN022023000","NEW DELHI PALAM, IN","2022-11-06",,"76","87","68"
"IN022023000","NEW DELHI PALAM, IN","2022-11-07",,"78","90","67"
"IN022023000","NEW DELHI PALAM, IN","2022-11-08",,"75","90",
"IN022023000","NEW DELHI PALAM, IN","2022-11-09",,"74","85","65"
"IN022023000","NEW DELHI PALAM, IN","2022-11-10",,"74","85",
"IN022023000","NEW DELHI PALAM, IN","2022-11-11",,"71","83","62"
"IN022023000","NEW DELHI PALAM, IN","2022-11-12",,"70","81","59"
"IN022023000","NEW DELHI PALAM, IN","2022-11-13",,"70",,"60"
"IN022023000","NEW DELHI PALAM, IN","2022-11-14",,"73","85","63"
"IN022023000","NEW DELHI PALAM, IN","2022-11-15",,"72","83","64"
"IN022023000","NEW DELHI PALAM, IN","2022-11-16",,"69","83",
"IN022023000","NEW DELHI PALAM, IN","2022-11-17",,"65","76","56"
"IN022023000","NEW DELHI PALAM, IN","2022-11-18",,"66",,"54"
"IN022023000","NEW DELHI PALAM, IN","2022-11-19",,"67","80","54"
"IN022023000","NEW DELHI PALAM, IN","2022-11-20",,"66","80","55"
"IN022023000","NEW DELHI PALAM, IN","2022-11-21",,"66",,"54"
"IN022023000","NEW DELHI PALAM, IN","2022-11-22",,"65",,"53"
"IN022023000","NEW DELHI PALAM, IN","2022-11-23",,"66",,"54"
"IN022023000","NEW DELHI PALAM, IN","2022-11-24",,"65",,"53"
"IN022023000","NEW DELHI PALAM, IN","2022-11-25",,"66","79","52"
"IN022023000","NEW DELHI PALAM, IN","2022-11-26",,"64",,"53"
"IN022023000","NEW DELHI PALAM, IN","2022-11-27",,"64","77","51"
"IN022023000","NEW DELHI PALAM, IN","2022-11-28",,"65","77","52"
"IN022023000","NEW DELHI PALAM, IN","2022-11-29",,"65",,"51"
"IN022023000","NEW DELHI PALAM, IN","2022-11-30",,"64",,"53"
"IN022023000","NEW DELHI PALAM, IN","2022-12-01",,"64","76","53"
"IN022023000","NEW DELHI PALAM, IN","2022-12-02",,"65",,"53"
"IN022023000","NEW DELHI PALAM, IN","2022-12-03",,"65","76","54"
"IN022023000","NEW DELHI PALAM, IN","2022-12-04",,"63","74","54"
"IN022023000","NEW DELHI PALAM, IN","2022-12-05",,"62","75","51"
"IN022023000","NEW DELHI PALAM, IN","2022-12-06",,"60",,"52"
"IN022023000","NEW DELHI PALAM, IN","2022-12-07",,"62",,"51"
"IN022023000","NEW DELHI PALAM, IN","2022-12-08",,"62",,
"IN022023000","NEW DELHI PALAM, IN","2022-12-09",,"64",,"51"
"IN022023000","NEW DELHI PALAM, IN","2022-12-10",,"65",,
"IN022023000","NEW DELHI PALAM, IN","2022-12-11",,"65",,"53"
"IN022023000","NEW DELHI PALAM, IN","2022-12-12",,"63","77","53"
"IN022023000","NEW DELHI PALAM, IN","2022-12-13",,"64",,"51"
"IN022023000","NEW DELHI PALAM, IN","2022-12-14",,"61",,
"IN022023000","NEW DELHI PALAM, IN","2022-12-15",,"61","74",
"IN022023000","NEW DELHI PALAM, IN","2022-12-16",,"59","71","50"
"IN022023000","NEW DELHI PALAM, IN","2022-12-17",,"60","72","48"
"IN022023000","NEW DELHI PALAM, IN","2022-12-18",,"59",,
"IN022023000","NEW DELHI PALAM, IN","2022-12-19",,"59","71",
"IN022023000","NEW DELHI PALAM, IN","2022-12-20",,"56","70","45"
"IN022023000","NEW DELHI PALAM, IN","2022-12-21",,"56","67",
"IN022023000","NEW DELHI PALAM, IN","2022-12-22",,"54","67","46"
"IN022023000","NEW DELHI PALAM, IN","2022-12-23",,"56","66","45"
"IN022023000","NEW DELHI PALAM, IN","2022-12-24",,"52","66","43"
"IN022023000","NEW DELHI PALAM, IN","2022-12-25",,"49",,"43"
"IN022023000","NEW DELHI PALAM, IN","2022-12-26",,"48","57","44"
"IN022023000","NEW DELHI PALAM, IN","2022-12-27",,"51",,"42"
"IN022023000","NEW DELHI PALAM, IN","2022-12-28",,"56","71","45"
"IN022023000","NEW DELHI PALAM, IN","2022-12-29",,"59","73","49"
"IN022023000","NEW DELHI PALAM, IN","2022-12-30",,"60","73",
"IN022023000","NEW DELHI PALAM, IN","2022-12-31",,"56","72",
"IN022023000","NEW DELHI PALAM, IN","2023-01-01",,"56","67","48"
"IN022023000","NEW DELHI PALAM, IN","2023-01-02",,"54","67",
"IN022023000","NEW DELHI PALAM, IN","2023-01-03",,"52","64",
"IN022023000","NEW DELHI PALAM, IN","2023-01-04",,"49","59",
"IN022023000","NEW DELHI PALAM, IN","2023-01-05",,"48","57","43"
"IN022023000","NEW DELHI PALAM, IN","2023-01-06",,"48",,
"IN022023000","NEW DELHI PALAM, IN","2023-01-07",,"47",,
"IN022023000","NEW DELHI PALAM, IN","2023-01-08",,"49",,"41"
"IN022023000","NEW DELHI PALAM, IN","2023-01-09",,"51","63","42"
"IN022023000","NEW DELHI PALAM, IN","2023-01-10",,"52",,
"IN022023000","NEW DELHI PALAM, IN","2023-01-11",,"54","69","46"
"IN022023000","NEW DELHI PALAM, IN","2023-01-12",,"58",,"49"
"IN022023000","NEW DELHI PALAM, IN","2023-01-13",,"59","70",
"IN022023000","NEW DELHI PALAM, IN","2023-01-14",,"53","69",
"IN022023000","NEW DELHI PALAM, IN","2023-01-15",,"51","63",
"IN022023000","NEW DELHI PALAM, IN","2023-01-16",,"52","64",
"IN022023000","NEW DELHI PALAM, IN","2023-01-17",,"51","65","41"
"IN022023000","NEW DELHI PALAM, IN","2023-01-18",,"53","65","43"
