"STATION","NAME","DATE","PRCP","TAVG","TMAX","TMIN"
"IN022023000","NEW DELHI PALAM, IN","2024-01-26",,"55",,
"IN022023000","NEW DELHI PALAM, IN","2024-01-27",,"58",,
"IN022023000","NEW DELHI PALAM, IN","2024-01-28",,"56","73","48"
"IN022023000","NEW DELHI PALAM, IN","2024-01-29",,"58",,"47"
"IN022023000","NEW DELHI PALAM, IN","2024-01-30",,"54","70","49"
"IN022023000","NEW DELHI PALAM, IN","2024-01-31",,"56","65","49"
"IN022023000","NEW DELHI PALAM, IN","2024-02-01","0.79","59","65",
"IN022023000","NEW DELHI PALAM, IN","2024-02-02","0.08","54","65",
"IN022023000","NEW DELHI PALAM, IN","2024-02-03","0.00","59","70","45"
"IN022023000","NEW DELHI PALAM, IN","2024-02-04","0.12","61","70","54"
"IN022023000","NEW DELHI PALAM, IN","2024-02-05","0.02","59","69",
